id001,-2304811.091010
id002,110830.704427206
id003,8881557.380576
id004,-171353.497018753
id005,-4095.42411354856
id006,-123236.098750937
id007,-249733.051542607
id008,7330.2174482411
id009,4164091.2855007
id010,-436589.955321821
id011,23509.3319478905
id012,5714089.3384628
id013,20972.288833416
id014,64181.5297898118
id015,-56327.0195464668
id016,1.4098013145078884
id017,154045.624360427
id018,-90504.388634471
id019,-50548.4444104828
id020,127205.926612402
id021,610064.83973268
id022,37798.084976264
id023,-282449.899762433
id024,-151659.748816254
id025,-147523.232968679
id026,-197873.521062018
id027,-352195.62804395
id028,-141344.870938773
id029,3424902.7611385
id030,37047.735293877
id031,-32146.616300885
id032,-21664.5557979996
id033,-30662.48422621
id034,1.0229004260471288
id035,5.521203621208633
id036,-53494.5542788554
id037,320578.9877630
id038,7.083127348142424
id039,-105659.163656533
id040,36060.4566743178
id041,-2098.05111464317
id042,-334937.24056658
id043,-286583.00250101
id044,-114280.19007647
id045,390366.55677082
id046,-128436.51929646
id047,-128602.779159229
id048,-76161.380608618
id049,232904.832250100
id050,-258246.133990616
id051,-153573.3165396
id052,-1603176.28596825
id053,-1291650.36709132
id054,-121010.915917188
id055,73345.300283962
id056,-54500.971021839
id057,-24956.4897794961
id058,-76812.877985319
id059,236840.792787411
id060,-140043.347280458
id061,-41823.086137774
id062,-1838.48840268654
id063,-196503.716093598
id064,-87436.322221
id065,-98718.975578196
id066,4766821.1219434
id067,-34546.176911331
id068,72159.353831783
id069,8231162.4850640
id070,29676.2208029185
id071,24059.5907821058
id072,-56273.291645831
id073,73366.939859812
id074,1184168.9406311
id075,1418534.68202753
id076,-16765.5091032372
id077,-76101.499178400
id078,-22719.5388802559
id079,203015.838372784
id080,-689596.86383032
id081,-141642.704844611
id082,-430850.303553301
id083,14578.8540242401
id084,1.0020146143709248
id085,-3005503.47314943
id086,44589.165171132
id087,-141702.52464722
id088,-1.3490842611730224
id089,16198.928535066
id090,-245082.356789269
id091,-221923.08693785
id092,1.255816002234693
id093,-127177.368868302
id094,-113086.630878429
id095,4624380.2703046
id096,-113479.276528236
id097,-158409.192407020
id098,-2512900.74126733
id099,-65409.815064347
id100,1.9189487659774333
id101,-39268.386980989
id102,-241800.989629001
id103,-281255.310491145
id104,158589.162082893
id105,-78582.1671068
id106,-304717.36191556
id107,-66482.298816102
id108,-262035.39827359
id109,-45905.969699137
id110,-283856.62240248
id111,3.9106840620802715
id112,-76843.897253516
id113,-254004.899632863
id114,1804827.72699296
id115,182366.91197367
id116,1458339.92067345
id117,-321992.703455637
id118,-82065.473279020
id119,-233725.512719193
id120,-399699.86269266
id121,-301387.64248772
id122,-1221068.06337479
id123,1.6760546656785474
id124,1133007.36721971
id125,-662548.14903910
id126,-1827.45521521469
id127,-406774.980017919
id128,-5025853.19021420
id129,-7300552.7281499
id130,-133612.223557012
id131,-103944.87199749
id132,-87336.713804304
id133,-161142.036334691
id134,-15829.3692423255
id135,-15829.3692423255
id136,-877038.8153660
id137,-596682.67306733
id138,-5619839.6141581
id139,-71986.506780806
id140,-768189.01452140
id141,-415144.117953957
id142,-247750.937607003
id143,5468.8881659708
id144,-375536.650793845
id145,-152854.554211984
id146,-163093.11610073
id147,-139945.682174120
id148,-231467.298997021
id149,-535518.27327075
id150,-326338.08902441
id151,-9.270913624125256
id152,-152250.286111534
id153,-239361.94120208
id154,131759.36338368
id155,-354598.836914195
id156,-354598.836914195
id157,-127936.967386971
id158,-1017491.29660517
id159,-99215.741300823
id160,-213468.813981675
id161,474963.20621361
id162,-2836042.906126
id163,-674624.46078111
id164,-511501.90649196
id165,15468.7256315840
id166,-4719.3575886607
id167,-47751.7879198081
id168,-47751.7879198081
id169,203948.651896617
id170,-117962.046086299
id171,-80262.395072434
id172,-169892.71843163
id173,-7938.9599305050
id174,-212070.399998791
id175,-89366.967676531
id176,-841372.68232307
id177,-408850.370414499
id178,-236851.7734967
id179,-2059834.15428478
id180,162277.157664391
id181,9.853256926720048
id182,-386396.61316695
id183,-95443.482346904
id184,-297943.61383527
id185,595282.88912002
id186,385356.34751941
id187,-1.978616542726923
id188,-6619.97315147158
id189,5946360.6852774
id190,-20070.5817514837
id191,-274040.558246039
id192,-187664.358270418
id193,-145203.58388726
id194,-948320.78294029
id195,-90601.342773940
id196,436184.51806842
id197,-34199.126219383
id198,1574176.20871916
id199,-59564.544654381
id200,-648745.17927968
id201,65438.7088368825
id202,-884619.32848428
id203,-246681.28669471
id204,-341799.611235317
id205,916611.82283731
id206,-5750.3536061778
id207,-147501.198385065
id208,-500239.532367291
id209,-43077.7269157638
id210,-254477.6186680
id211,7.167961944863459
id212,766886.05659528
id213,-8048334.0867116
id214,-1208113.93100811
id215,-357577.842062648
id216,3.9867594284173705
id217,-5064331.5205508
id218,-149079.030318854
id219,-150314.03372472
id220,4752769.7440883
id221,5291.4182057538
id222,-662086.61811653
id223,313449.334204844
id224,-228277.258460290
id225,-2891975.73425899
id226,-1161.2921085024
id227,-160592.4689904
id228,8.54295732847987
id229,-4505155.2767981
id230,-899304.66149185
id231,-243732.533106464
