id001,VALOR DE L:0,6639.30247578747, -28.993812411043766, -563.8906075036102, 2924.3095949834506, 2548.155209526142, -573.5595803672385, -3022.0779403996444, -3383.373739666145
id001,VALOR DE L:1,-66135.14319880288, -3536.1392941225927, -21243.32709157153, -44398.117462327245, 96474.6673386884, -1712.268189047201, -9197.1825174816, -66096.29646072311
id001,VALOR DE L:2,-229831.2481424307, 3872.0017788240057, -2352.622758397421, -32152.07068500306, -197861.50449544616, -137523.05284100524, 127569.83786177386, 76191.82110729886
id001,VALOR DE L:3,-252977.500905585, -250.26423712924458, -15482.676754243437, 2548.701134772393, 1030263.982523326, 398185.4894523937, -19539.979113804242, 38503.866571064646
id001,VALOR DE L:4,-125104.31194614894, 6974.476459896889, 5634.678664998262, 8429.237232493004, -7330628.360230385, -816671.2571672153, -128282.4989811923, 13936.38924317317
id001,VALOR DE L:5,-6973002.110418457, -42282.05269173448, 9297.311235360348, 36305.9879497895, 2.605745791937894E7, 1167531.5755642303, -54328.797736713226, -111270.74498726327
id001,VALOR DE L:6,-1.7325676173538487E7, -80113.70879152442, -7676.168736424313, 102139.0031552265, -1.6093908556614873E8, -1589151.2336148939, 309443.2549366244, 553148.4221550543
id001,VALOR DE L:7,-1.5597378225438222E8, -20228.53850152729, -66338.3515888169, -49736.53025754285, 1.977016514980728E8, 4675868.126325691, -150848.83910040048, 1124689.8039167935
id001,VALOR DE L:8,-6.775614154770236E7, 2677.237353285699, -16052.50682193803, -145308.76266887723, -5.346838235757459E9, -43732.73525952465, -112748.37052979704, 2173477.8196351593
id001,VALOR DE L:9,-4.123605934251662E8, 6447.980387147847, 54491.89201352378, 318480.08714013593, -1.0277375195686121E9, 321737.86897081416, 1.0459225826814966E7, -577752.2393225312
id001,VALOR DE L:10,-3.113657705449871E7, 1839.8271100716856, -92805.67007379375, 647891.4388867402, -5.039925739712331E7, -2465663.1872681445, 827675.0864586354, -622058.0294154685
id002,VALOR DE L:0,7194.340056206002, 868.6368417957223, 3221.5299419572484, 3998.5229469662845, 5629.550657844556, 1984.3263603700896, 1078.7746267198831, 4908.729136495653
id002,VALOR DE L:1,-30540.822858466334, 829.0893896391025, 5801.91728919145, -8604.419733164219, -145526.25312424736, -702.1519361217354, 406.8877438491699, -40749.77519563379
id002,VALOR DE L:2,7721.530756387589, 807.4045564408136, -4115.777400243325, 741.2177105197018, 25074.682433710997, 1863.8232931025473, -1850.3174858058776, 2147.879368292062
id002,VALOR DE L:3,202482.23226563763, 330.5344722986298, 3517.3516951782544, 453.6366758457647, 253167.7818597262, 1195.9529574789894, -1602.9846051270615, -6000.5412840986855
id002,VALOR DE L:4,38326.891444938454, -2784.7450897794306, 2863.9771466464917, 5048.099154665221, 559391.5992819906, 1078.9454861768652, 876.7513898627116, 17157.984726330753
id002,VALOR DE L:5,2793030.2844888386, -311.6032362646724, -2416.9266569785223, -48179.78130216656, 1.26270875020163E7, 2082.0703897138774, 578.3050665491489, -47955.6570206055
id002,VALOR DE L:6,1329298.9137803018, -590.474839829249, 6159.241354046839, 29610.52055714347, 6532277.169422304, -1377.2755765329132, 1859.636449167449, -24405.571258143413
id002,VALOR DE L:7,2.579642372867609E7, -443.50675423206326, 2173.952521662378, 2325.684779640853, -1.4192172430706512E7, -50130.76419356237, 1325.6412172690102, 11310.476927865513
id002,VALOR DE L:8,1724451.080564031, -416.4617113387785, 7066.501599012443, -72391.6596528521, -1.772630957100899E7, -22357.13276215061, -2004.2069558717483, 81406.79151265568
id002,VALOR DE L:9,-1829691.63753413, -72.10902095509086, -5856.966942349169, -8577.008646027538, 2.1510357385330337E8, -18282.690234930284, 89.4252134006698, -7171.0269230862195
id002,VALOR DE L:10,-9.058439372300276E7, 351.0177565313129, 5639.463629949122, -520871.8222980809, 5.799299356902369E7, 2372.360802006393, -1729.13855889637, 58441.49380512612
id003,VALOR DE L:0,9616.293102894377, 311.1705150951622, 4179.024165478887, 7141.339711832209, 5343.399718969965, 3732.801511548268, 1458.0380916650072, 5260.4325137855
id003,VALOR DE L:1,-37408.57531026571, -2003.7064691953021, -25787.722222409233, -48099.79579753433, -174208.2506974046, 50004.429238272125, -9295.768323972377, -80638.80491464256
id003,VALOR DE L:2,-215768.41154747715, 2005.127607718266, 2076.6315198073225, -45873.4131081121, -1342980.5579139008, -669492.4491696637, 3954.0562138745013, 30749.813166881388
id003,VALOR DE L:3,1050298.4237955334, -4245.634951432058, 488.03218333187897, 4620.3147853077235, -1794759.7407382468, 524916.7270086488, -3623.1524033676883, -24240.38434146437
id003,VALOR DE L:4,-759640.7536885627, 836.9752533700469, -278832.5010352532, -1248.249667093804, 4050334.241188539, -468454.4939284661, -5692.872330953473, 22168.27406494111
id003,VALOR DE L:5,3.0346910409386035E7, -136.2405753418494, -150104.89349486836, -208299.95671499317, -1.069008541174008E8, -5623080.767434744, 4617.309304186302, 418936.5073397621
id003,VALOR DE L:6,-9732932.844940146, -378.9446333400454, 63994.664576651034, -206683.5748849786, 1.2721635898928294E8, 8119236.818312631, 30278.254727484342, 225674.30478392774
id003,VALOR DE L:7,4.185391320149676E8, -619.1793559789883, -2097641.8207625663, -2363145.7301836996, -3.195935349372676E9, 2.5079461600304138E7, -252301.97013385763, 3566101.799928492
id003,VALOR DE L:8,-1.597159099142954E8, -857.2124539251355, 976035.5240426502, 1029161.0855336237, -6.905568727879211E8, 3887257.9812349523, 362904.41234420653, 984599.9533373304
id003,VALOR DE L:9,-2.4415748837806772E7, -1029.3106691868109, -1.2170121886598177E7, -4783728.6771525415, -2.0064610371355948E8, 3.446137256921622E7, 55007.9124693083, 2705269.648440055
id003,VALOR DE L:10,-5180096.351372417, -1074.0703102008379, 4.71874606747648E7, 38564.92879057062, 4.899418750747278E8, 2.1559493404530242E7, 610513.8965889908, 4022853.724116986
id004,VALOR DE L:0,2648.217069564545, -121.64534553883928, -1445.866054135341, 196.57060836227828, 310.1874305226131, -1780.1604300633833, -3960.997405008449, -2393.091298810069
id004,VALOR DE L:1,-20531.04447303431, -664.063760514268, -5885.823371192645, -17797.92897906869, 5845.665625088934, -5915.375559893215, -4417.08701676873, -26085.438194853723
id004,VALOR DE L:2,-63287.06931583838, 3928.299631350994, -6709.087446201527, -628.2195582086339, -6033.113038893391, 7914.59338567628, 14620.865323999287, 11142.81111912308
