id001,-3809995.80401718
id002,197359.072123583
id003,-3.196860372499265
id004,-238172.3309152
id005,-43782.686356131
id006,-71891.40250970
id007,341978.532858566
id008,145948.23247806
id009,-4133954.5691744
id010,112795.048821669
id011,236207.907708652
id012,3.4443597489372894
id013,48500.010268647
id014,1202203.41280231
id015,-20220.496234896
id016,3.4736956086250985
id017,579103.74965546
id018,971341.61124457
id019,33033.204255835
id020,555939.71200416
id021,1938368.55515714
id022,931991.32951437
id023,-365502.425909195
id024,-68596.049976269
id025,-108953.956320944
id026,-98749.649778879
id027,8.446324204103944
id028,-681773.78705410
id029,-1.2283003740764307
id030,-2463396.75805899
id031,61908.521907445
id032,58531.6116442894
id033,-32640.80789561
id034,2.219056908787983
id035,5.521203621208633
id036,-420522.61475433
id037,3259277.95838740
id038,2.225151668563897
id039,-54140.1747418965
id040,51452.197093385
id041,-16134.869861525
id042,-112414.93700940
id043,1069812.1575270
id044,-263242.95876547
id045,4613072.3505713
id046,-57651.613207046
id047,2268731.97878086
id048,1178338.39690244
id049,589403.3440903
id050,734085.18595502
id051,2405783.2355737
id052,-4641178.9665194
id053,-4286471.9601142
id054,-64924.087279071
id055,1412363.56875459
id056,-38120.218030390
id057,-3453461.049756
id058,-63774.683552894
id059,6560502.2672782
id060,-25108.9296648440
id061,67551.958400964
id062,110334.38841413
id063,-2706.7115138570
id064,-44424.407803926
id065,108107.90536503
id066,1.077718719533453
id067,1131831.2122098
id068,59227.900090277
id069,2.693065350545454
id070,150486.065664917
id071,1487522.329669
id072,-27854.2466443399
id073,18458.3899987424
id074,3099054.57468818
id075,-3296758.421634
id076,140385.175176705
id077,820284.95886758
id078,-11609.8066416394
id079,119269.162521310
id080,-294914.55234821
id081,-95001.274291277
id082,-340488.10340670
id083,9564.9366288888
id084,2.5532397254166192
id085,-8342563.1837188
id086,542269.53400671
id087,1470862.91625753
id088,6.97962166812384
id089,10364.4714395058
id090,-418732.564050173
id091,-89499.817897581
id092,8.787589717673111
id093,5652982.2180065
id094,-54865.6048044365
id095,1.0415926519815767
id096,177851.183760145
id097,89706.417611149
id098,-8931464.9347731
id099,95154.799255681
id100,1.7178719667542443
id101,-90317.482695803
id102,1164268.06563144
id103,-150887.460333597
id104,-1503838.04255766
id105,176788.571529906
id106,914237.71429010
id107,108996.310843496
id108,9528087.6804947
id109,79222.311514156
id110,1985613.48220695
id111,3.473447659231545
id112,405117.938504498
id113,-920938.86541964
id114,300499.41908438
id115,1895236.39391596
id116,4186837.26336508
id117,-9919897.563227
id118,47320.56995024
id119,1769923.21331150
id120,-428000.349258545
id121,-240834.432087533
id122,-1.1175059012587492
id123,3.602220330587337
id124,1.1165828324869694
id125,1654145.24738014
id126,-253022.12085256
id127,-130363.790457227
id128,-5084881.8745099
id129,2.2990420651224774
id130,298110.03831008
id131,2343302.16134522
id132,326881.33754802
id133,-119918.709422919
id134,2.9396763815660693
id135,2.9396763815660693
id136,-673693.0633560
id137,-416172.01059583
id138,1.0656631477850798
id139,26163.140758859
id140,-4267799.2348775
id141,-294190.62854143
id142,-376397.05101022
id143,74164.601701603
id144,-230254.256778643
id145,86462.212418666
id146,-274417.56570991
id147,-84008.335858753
id148,336444.00538242
id149,3051326.76168814
id150,-60302.157869610
id151,6.891358464161241
id152,1.0698166436767375
id153,167623.632305790
id154,-1033525.40538111
id155,-1.6918115996504076
id156,-1.6918115996504076
id157,-3941607.0992823
id158,-486904.039518718
id159,5073.2300109303
id160,3340725.48869905
id161,4897207.2065826
id162,1586749.04685033
id163,1979607.43355404
id164,27088.135000447
id165,56210.107719682
id166,3.6797004900706604
id167,-22462.65609206
id168,-22462.65609206
id169,731354.6628721
id170,-96615.82194385
id171,98452.171669160
id172,-1.8910419504301137
id173,4335817.0674422
id174,178503.175269430
id175,-12566.719019153
id176,3.082552899572633
id177,36981.614664030
id178,-87582.778996254
id179,6.121718858247977
id180,231037.497356589
id181,1.5636890491696336
id182,-118117.573898655
id183,66208.196194946
id184,1061687.88076662
id185,-1.0208797576031605
id186,405841.86151513
id187,2.3964399325314682
id188,3357139.11361773
id189,5889954.9820442
id190,-117555.445954244
id191,-5405192.1683501
id192,631098.92037895
id193,-254077.994964421
id194,-587302.68784927
id195,24293.9556673951
id196,306507.30548348
id197,29553.8805573421
id198,1.908074883094628
id199,277928.070330150
id200,-1044260.9189367
id201,-2015012.42627409
id202,776054.02255045
id203,-246681.28669471
id204,-111455.511446898
id205,-3.266324059591563
id206,-2549844.75525023
id207,-97096.551051195
id208,687839.29160547
id209,-9872.6477825334
id210,351898.749705018
id211,3.9323901911291814
id212,1.4234223525419638
id213,5752423.7565155
id214,2.4042820446204624
id215,-522094.60983827
id216,-2.0635029220020434
id217,-1.2621313599098356
id218,-12424.8317006503
id219,-98099.808728805
id220,7455301.3590388
id221,-102425.626630345
id222,-1106634.36564248
id223,302061.02859201
id224,4929.6664278979
id225,3.0857722829736447
id226,3.7568433962530315
id227,-148362.61215411
id228,1.5249363168928173
id229,8.866575545749441
id230,-1562395.09979585
id231,245885.854724147
id232,-63631.3131669354
id233,-156406.258931252
id234,227970.658480826
id235,1200743.16932021
id236,288981.958390882
id237,479060.06983036
id238,-1207982.9541420
