id026,0,2,5,10,0,2,6,56,0,2,7,5,0,2,8,23,0,2,9,15,0,2,10,2,1,2,5,19,1,2,6,77,1,2,7,43,1,2,8,33,1,2,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id027,0,2,8,5,1,0,5,8,1,0,6,10,1,0,7,17,1,0,8,14,1,0,9,7,1,2,4,6,1,2,5,59,1,2,6,49,1,2,7,24,1,2,8,21,1,2,9,9,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id028,0,0,7,2,0,0,8,3,0,0,9,3,0,2,6,11,0,2,7,15,0,2,8,2,0,2,9,14,1,0,6,15,1,0,7,20,1,0,8,13,1,0,9,13,1,0,10,3,1,2,5,10,1,2,6,73,1,2,7,25,1,2,8,19,1,2,9,9,1,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id029,0,0,5,9,0,0,6,9,0,0,7,13,0,0,8,17,0,2,4,9,0,2,5,40,0,2,6,18,0,2,7,8,0,2,8,17,1,0,4,3,1,0,5,10,1,0,6,7,1,0,7,4,1,2,4,24,1,2,5,15,1,2,6,27,1,2,7,12,1,2,8,11,1,2,9,13,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id030,0,0,4,2,0,0,5,18,0,0,6,25,0,0,7,26,0,0,8,10,0,2,4,13,0,2,5,23,0,2,6,14,0,2,7,5,0,2,8,6,1,0,5,42,1,0,6,20,1,2,4,6,1,2,5,10,1,2,6,11,1,2,7,16,1,2,8,13,1,2,9,1,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id031,0,2,4,33,0,2,5,54,0,2,6,64,0,2,7,24,0,2,8,36,0,2,9,7,0,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id032,0,2,4,36,0,2,5,69,0,2,6,53,0,2,7,37,0,2,8,14,0,2,9,6,0,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id033,0,2,5,32,0,2,6,52,0,2,7,45,0,2,8,19,0,2,9,42,1,2,5,20,1,2,6,19,1,2,7,12,1,2,8,13,1,2,9,13,1,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id034,0,0,5,8,0,0,6,24,0,0,7,13,0,0,8,24,0,0,9,6,0,2,4,18,0,2,5,102,0,2,6,69,0,2,7,26,0,2,8,33,1,2,5,4,1,2,6,9,1,2,7,9,1,2,8,6,1,2,9,12,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id035,0,0,7,4,0,0,8,6,0,2,6,9,0,2,7,9,0,2,8,6,0,2,9,4,1,0,4,2,1,0,5,25,1,0,6,17,1,0,7,12,1,0,8,11,1,2,4,12,1,2,5,70,1,2,6,35,1,2,7,7,1,2,8,23,1,2,9,6,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id036,0,0,6,3,0,0,7,5,0,0,8,1,0,2,5,22,0,2,6,14,0,2,7,5,0,2,8,9,1,0,5,10,1,0,6,11,1,0,7,5,1,0,8,10,1,2,4,55,1,2,5,44,1,2,6,32,1,2,7,6,1,2,8,18,1,2,9,6,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id037,0,0,6,6,0,0,7,5,0,0,8,11,0,2,4,15,0,2,5,96,0,2,6,41,0,2,7,23,0,2,8,23,0,2,9,12,1,0,8,1,1,2,4,6,1,2,5,40,1,2,6,16,1,2,7,22,1,2,8,14,1,2,9,7,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id038,0,0,6,6,0,0,7,6,0,0,8,2,0,0,9,11,0,2,6,22,0,2,7,18,0,2,8,5,0,2,9,8,1,0,5,7,1,0,6,23,1,0,7,7,1,0,8,14,1,0,9,13,1,2,5,14,1,2,6,49,1,2,7,19,1,2,8,16,1,2,9,12,1,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id039,0,0,7,1,0,2,7,5,1,0,4,14,1,0,5,21,1,0,6,4,1,0,7,15,1,0,8,15,1,2,4,61,1,2,5,77,1,2,6,43,1,2,7,19,1,2,8,16,1,2,9,4,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id040,0,2,5,3,0,2,6,76,0,2,7,41,0,2,8,39,0,2,9,25,0,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id041,0,0,6,2,0,0,7,1,0,0,8,7,0,0,9,11,0,2,5,4,0,2,6,20,0,2,7,10,0,2,8,9,0,2,9,15,0,3,9,3,1,0,5,5,1,0,6,1,1,0,7,17,1,0,8,2,1,0,9,4,1,2,5,8,1,2,6,43,1,2,7,25,1,2,8,5,1,2,9,15,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id042,1,2,4,44,1,2,5,87,1,2,6,51,1,2,7,35,1,2,8,30,1,2,9,6,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id043,0,0,5,3,0,0,6,5,0,0,7,10,0,0,8,11,0,0,9,6,0,2,4,22,0,2,5,54,0,2,6,51,0,2,7,13,0,2,8,31,0,2,9,4,0,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id044,0,2,7,5,0,2,9,12,1,0,7,7,1,0,8,2,1,0,9,10,1,2,5,15,1,2,6,45,1,2,7,44,1,2,8,37,1,2,9,28,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id045,0,0,6,3,0,0,7,6,0,0,8,3,0,2,4,35,0,2,5,39,0,2,6,23,0,2,7,25,0,2,8,11,1,0,6,3,1,0,7,4,1,2,4,55,1,2,5,36,1,2,6,38,1,2,7,12,1,2,8,18,1,2,9,5,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id046,0,0,8,2,0,2,5,4,0,2,6,37,0,2,7,28,0,2,8,22,1,0,7,9,1,0,8,8,1,2,4,7,1,2,5,107,1,2,6,78,1,2,7,43,1,2,8,31,1,2,9,7,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id047,0,0,8,3,0,2,4,2,0,2,5,21,0,2,6,17,0,2,7,23,0,2,8,11,0,2,9,14,1,0,8,4,1,2,4,8,1,2,5,53,1,2,6,42,1,2,7,30,1,2,8,9,1,2,9,11,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id048,0,0,9,6,0,2,5,8,0,2,6,45,0,2,7,21,0,2,8,27,0,2,9,9,0,2,10,1,1,0,9,4,1,2,6,38,1,2,7,20,1,2,8,14,1,2,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id049,0,0,4,2,0,0,5,4,0,0,6,12,0,0,7,13,0,0,8,5,0,2,3,3,0,2,4,48,0,2,5,81,0,2,6,40,0,2,7,21,0,2,8,11,0,2,9,4,0,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id050,0,0,8,1,0,2,4,6,0,2,5,12,0,2,6,13,0,2,7,19,0,2,8,5,0,2,9,16,1,0,8,7,1,2,4,21,1,2,5,74,1,2,6,44,1,2,7,32,1,2,8,22,1,2,9,10,1,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id051,0,0,6,2,0,0,7,6,0,0,8,1,0,2,3,1,0,2,4,46,0,2,5,107,0,2,6,56,0,2,7,38,0,2,8,28,0,2,9,1,1,2,5,3,1,2,6,2,1,2,7,7,1,2,8,7,1,2,9,7,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id052,0,0,8,1,0,2,5,1,0,2,6,16,0,2,7,9,0,2,8,7,1,0,6,4,1,0,7,10,1,0,8,1,1,2,4,42,1,2,5,87,1,2,6,42,1,2,7,21,1,2,8,8,1,2,9,3,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id053,0,0,8,1,0,0,9,5,0,2,6,9,0,2,7,9,0,2,8,10,0,2,9,5,1,0,5,4,1,0,6,2,1,0,7,13,1,0,8,14,1,0,9,15,1,2,4,6,1,2,5,60,1,2,6,56,1,2,7,33,1,2,8,23,1,2,9,13,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id054,0,2,7,13,0,2,8,5,1,0,6,5,1,0,7,5,1,0,8,6,1,0,9,10,1,0,10,3,1,2,4,1,1,2,5,47,1,2,6,93,1,2,7,41,1,2,8,19,1,2,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id055,0,0,4,2,0,0,5,3,0,0,6,12,0,0,7,9,0,0,8,16,0,0,9,7,0,0,10,1,0,2,4,16,0,2,5,31,0,2,6,26,0,2,7,12,0,2,8,14,0,2,9,4,1,2,4,6,1,2,5,5,1,2,6,5,1,2,7,5,1,2,8,6,1,2,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id056,0,0,6,4,0,0,8,8,0,1,8,4,0,1,9,1,0,2,4,2,0,2,5,32,0,2,6,22,0,2,8,9,0,3,4,2,0,3,5,6,0,3,6,1,0,3,7,9,0,3,8,4,0,3,9,9,1,0,6,2,1,1,7,3,1,2,4,12,1,2,5,12,1,2,6,29,1,2,7,6,1,2,8,13,1,2,9,6,1,2,10,3,1,3,4,5,1,3,5,2,1,3,6,5,1,3,7,3,1,3,8,1
id057,0,0,6,30,0,0,7,18,0,0,8,12,0,0,9,11,0,2,5,23,0,2,6,86,0,2,7,22,0,2,8,23,0,2,9,13,0,2,10,1,1,2,8,3,1,2,9,1,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id058,0,0,6,2,0,0,7,7,0,2,4,18,0,2,5,23,0,2,6,14,0,2,7,19,0,2,8,11,1,0,5,6,1,0,6,8,1,0,7,6,1,2,4,71,1,2,5,80,1,2,6,35,1,2,7,8,1,2,8,15,1,2,9,2,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id059,0,0,5,4,0,0,6,5,0,0,7,8,0,0,8,15,0,2,4,7,0,2,5,53,0,2,6,36,0,2,7,24,0,2,8,15,0,2,9,8,1,0,7,1,1,2,4,1,1,2,5,21,1,2,6,10,1,2,7,6,1,2,8,6,1,2,9,9,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id060,0,2,5,66,0,2,6,32,0,2,7,35,0,2,8,24,1,2,4,29,1,2,5,74,1,2,6,22,1,2,7,37,1,2,8,34,1,2,9,14,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id061,0,2,6,8,0,2,7,10,0,2,8,7,0,2,9,14,1,2,5,7,1,2,6,59,1,2,7,28,1,2,8,11,1,2,9,17,1,2,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id062,0,0,6,2,0,0,7,9,0,0,8,4,0,2,4,33,0,2,5,113,0,2,6,60,0,2,7,30,0,2,8,40,1,2,4,3,1,2,5,7,1,2,6,2,1,2,7,7,1,2,8,9,1,2,9,4,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id063,1,0,6,12,1,0,7,16,1,0,8,3,1,2,1,3,1,2,2,8,1,2,3,8,1,2,4,13,1,2,5,30,1,2,6,45,1,2,7,40,1,2,8,21,1,2,9,28,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id064,0,0,8,6,0,2,5,49,0,2,6,31,0,2,7,20,0,2,8,25,0,3,8,4,1,0,7,2,1,0,8,5,1,2,4,3,1,2,5,69,1,2,6,29,1,2,7,23,1,2,8,15,1,2,9,7,1,2,10,2,1,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id065,0,0,5,15,0,0,6,26,0,0,7,18,0,0,8,3,0,2,4,16,0,2,5,75,0,2,6,40,0,2,7,21,0,2,8,22,1,0,5,8,1,0,6,5,1,2,4,10,1,2,5,46,1,2,6,16,1,2,7,5,1,2,8,16,1,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id066,0,0,4,4,0,0,5,6,0,0,6,9,0,0,7,16,0,0,8,16,0,0,9,2,0,2,4,48,0,2,5,40,0,2,6,22,0,2,7,25,0,2,8,8,1,0,5,1,1,2,4,20,1,2,5,21,1,2,6,5,1,2,7,11,1,2,8,7,1,2,9,12,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id067,0,0,5,3,0,0,6,8,0,0,7,9,0,0,8,4,0,2,4,10,0,2,5,38,0,2,6,25,0,2,7,7,0,2,8,16,1,0,4,3,1,0,5,15,1,0,6,12,1,0,7,6,1,0,8,5,1,2,4,65,1,2,5,44,1,2,6,28,1,2,7,14,1,2,8,9,1,2,9,9,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id068,0,0,6,15,0,0,7,8,0,0,8,13,0,1,8,1,0,1,9,1,0,2,5,100,0,2,6,48,0,2,7,19,0,2,8,23,0,3,7,10,0,3,8,7,0,3,9,4,1,2,5,7,1,2,6,9,1,2,8,10,1,2,9,7,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id069,0,2,6,5,0,2,7,1,0,2,8,11,1,0,5,1,1,0,6,5,1,0,7,9,1,0,8,18,1,2,4,37,1,2,5,49,1,2,6,41,1,2,7,23,1,2,8,9,1,2,9,3,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id070,0,2,3,22,0,2,4,62,0,2,5,43,0,2,6,40,0,2,7,23,0,2,8,21,1,2,6,5,1,2,7,2,1,2,8,5,1,2,9,6,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id071,0,0,5,1,0,0,6,6,0,0,7,9,0,2,4,6,0,2,5,12,0,2,6,6,0,2,7,8,1,0,4,22,1,0,5,13,1,0,6,3,1,0,7,10,1,2,4,59,1,2,5,28,1,2,6,22,1,2,8,7,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id072,0,0,6,2,0,0,7,2,0,0,8,1,0,2,5,21,0,2,6,19,0,2,7,23,0,2,8,5,1,0,6,8,1,0,7,6,1,0,8,5,1,0,9,3,1,2,4,30,1,2,5,61,1,2,6,33,1,2,7,8,1,2,8,22,1,2,9,8,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id073,0,0,5,6,0,0,6,15,0,0,7,15,0,0,8,20,0,2,5,52,0,2,6,44,0,2,7,18,0,2,8,20,0,2,9,7,0,3,8,3,1,0,5,1,1,2,5,8,1,2,6,17,1,2,7,3,1,2,8,8,1,2,9,8,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id074,0,0,6,5,0,0,7,4,0,0,8,9,0,2,5,5,0,2,6,6,0,2,7,1,0,2,8,6,1,0,4,4,1,0,5,39,1,0,6,27,1,0,7,6,1,0,8,6,1,2,4,15,1,2,5,27,1,2,6,14,1,2,7,14,1,2,9,7,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id075,0,0,4,2,0,0,5,15,0,0,6,14,0,0,7,20,0,0,8,2,0,2,4,1,0,2,5,1,1,0,3,8,1,0,4,49,1,0,5,39,1,0,6,26,1,0,7,2,1,2,3,6,1,2,4,18,1,2,5,14,1,2,6,6,1,2,7,11,1,2,8,6,1,2,9,7,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id076,0,2,7,2,0,2,8,6,1,2,4,37,1,2,5,96,1,2,6,62,1,2,7,40,1,2,8,36,1,2,9,6,1,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id077,0,0,6,3,0,0,7,4,0,0,8,7,0,2,4,24,0,2,5,65,0,2,6,55,0,2,7,17,0,2,8,32,0,2,9,4,0,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id078,0,0,8,2,0,0,9,4,0,2,6,8,0,2,7,9,0,2,8,13,0,2,9,8,1,0,6,5,1,0,8,10,1,0,9,11,1,2,5,8,1,2,6,71,1,2,7,30,1,2,8,20,1,2,9,10,1,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id079,0,0,4,46,0,0,5,28,0,0,6,32,0,0,7,27,0,0,8,2,0,2,3,10,0,2,4,50,0,2,5,37,0,2,6,24,0,2,7,3,1,0,4,15,1,0,5,4,1,2,4,8,1,2,5,10,1,2,6,13,1,2,7,11,1,2,8,13,1,2,9,3,1,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
