id001,0.8,0.0,58.5,0.0,52.300000000000004,0.0,357.5999999999999,0.0
id002,48.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0
id003,71.4,0.0,177.20000000000002,0.0,6.2,0.0,95.2,0.0
id004,0.0,0.0,49.0,0.0,8.1,0.0,269.29999999999995,0.0
id005,7.9,0.0,211.09999999999997,0.0,0.0,0.0,42.5,0.0
id006,11.5,0.0,46.8,4.5,33.4,4.3,144.8,12.299999999999999
id007,3.6,0.0,112.5,0.0,10.3,0.0,244.09999999999997,0.0
id008,18.2,0.0,57.5,0.0,73.3,0.0,211.6,0.0
id009,72.69999999999999,0.0,62.3,0.0,80.8,0.0,88.60000000000001,0.0
id010,0.0,0.0,3.9,0.0,0.0,0.0,247.09999999999997,0.0
id011,28.8,0.0,84.6,0.0,55.199999999999996,0.0,168.0,0.0
id012,42.6,0.0,175.7,0.0,6.5,0.0,107.19999999999999,0.0
id013,38.2,0.0,101.49999999999999,0.0,58.9,0.0,171.8,0.0
id014,0.0,0.0,87.4,0.0,8.1,0.0,315.3,0.0
id015,8.8,0.0,120.69999999999999,0.0,15.1,0.0,166.4,0.0
id016,21.4,0.0,48.0,0.0,61.2,0.0,171.7,0.0
id017,4.5,0.0,233.6,0.0,0.9,0.0,157.29999999999998,0.0
id018,44.9,0.0,117.8,0.0,24.9,0.0,89.5,0.0
id019,0.8,0.0,107.39999999999999,0.0,6.4,0.0,171.29999999999998,0.0
id020,84.3,0.0,167.4,0.0,9.7,0.0,73.6,0.0
id021,26.5,0.0,252.79999999999995,0.0,0.8,0.0,72.4,0.0
id022,38.199999999999996,0.0,239.39999999999998,0.0,12.2,0.0,149.0,0.0
id023,0.0,0.0,8.200000000000001,0.0,38.9,0.0,286.1,1.8
id024,8.5,0.0,117.8,0.0,24.4,0.0,301.20000000000005,0.0
id025,0.0,0.0,377.59999999999997,0.0,0.0,0.0,90.80000000000001,0.0
id026,0.0,0.0,134.6,0.0,0.0,0.0,223.5,0.0
id027,1.8,0.0,16.9,0.0,87.30000000000001,0.0,224.6,0.0
id028,14.0,0.0,67.6,0.0,96.4,0.0,170.5,0.0
id029,66.5,0.0,114.1,0.0,37.0,0.0,128.20000000000002,0.0
id030,97.39999999999999,0.0,67.5,0.0,71.6,0.0,76.1,0.0
